,S-P Ratio,Self Connections,Conflicting Connections,Loss
167,0.21557949483394623,0.0625,10.6875,0.04701300531891647
168,0.4490067660808563,0.125,14.3125,0.04711457464066751
169,0.273738831281662,0.25,15.75,0.050594371006199984
170,0.2706872224807739,0.0,12.0,0.045205837207981894
171,0.2544114589691162,0.0625,14.5625,0.05938323195611609
172,0.24242758750915527,0.3125,12.3125,0.050044821304225204
173,0.11846867203712463,0.0625,13.1875,0.05440368133637906
174,0.08780387789011002,0.1875,14.125,0.05827953488362701
175,0.20279619097709656,0.0625,14.6875,0.06180890983080078
176,0.3814360499382019,0.125,17.3125,0.04665450993985488
177,0.22012107074260712,0.1875,14.0625,0.04942492726444695
178,0.19142134487628937,0.0625,10.8125,0.044758960623449355
179,0.45615139603614807,0.1875,9.0625,0.039220192214557685
180,0.27006664872169495,0.0625,12.125,0.051492691306921454
181,0.2290191948413849,0.0625,13.75,0.05424524379332589
182,0.13216425478458405,0.125,11.3125,0.04495815996463284
183,0.15172912180423737,0.0625,13.1875,0.05324961291211468
184,0.2231857180595398,0.0625,8.375,0.05396384527986479
185,0.20783492922782898,0.0,11.625,0.03668886710798873
186,0.25769782066345215,0.125,10.625,0.04536236314931009
187,0.2872636914253235,0.0,13.25,0.0467060875033628
188,0.2469833344221115,0.0625,11.6875,0.05264776621438862
189,0.15461690723896027,0.0,13.9375,0.05469203293711478
190,0.2811269760131836,0.1875,14.25,0.0488330093262405
191,0.19427284598350525,0.375,12.75,0.05332626377341121
192,0.1541084349155426,0.0,18.625,0.0678107604183868
193,0.2764747738838196,0.125,10.8125,0.04401968174106642
194,0.4074067771434784,0.125,7.1875,0.04273039742920156
195,0.48515039682388306,0.25,12.0,0.042419497444226656
196,0.20317798852920532,0.0625,14.4375,0.050975674283510505
197,0.19098502397537231,0.0625,12.625,0.0466854502320517
198,0.23365765810012817,0.0,12.5625,0.04749827035046729
199,0.20781677961349487,0.0,12.0,0.04843841008072734
200,0.3493328094482422,0.0625,11.5625,0.04042715076892995
201,0.4593885838985443,0.0625,11.0625,0.05132509965199222
202,0.38000425696372986,0.125,9.8125,0.048386059741568725
203,0.31582146883010864,0.0625,14.0,0.05470528217315435
204,0.27501413226127625,0.125,13.75,0.04390394874684129
205,0.24720445275306702,0.0625,9.125,0.04367935632317465
206,0.15624482929706573,0.0,10.875,0.056208630244135915
207,0.21716246008872986,0.125,12.375,0.049102511653720385
208,0.48184895515441895,0.125,10.625,0.04754286652408743
209,0.2698571979999542,0.0625,8.4375,0.0384764374441022
210,0.36176177859306335,0.0,14.1875,0.05189610154747329
211,0.3527345061302185,0.0625,6.875,0.03085008084827237
212,0.22080619633197784,0.0,14.1875,0.04712614535114905
213,0.17649781703948975,0.0,9.4375,0.06104964010694332
214,0.1934550404548645,0.0,12.5,0.04288861917504669
215,0.30502739548683167,0.125,8.625,0.04496292743610967
216,0.34656092524528503,0.0625,11.3125,0.05069853695988817
217,0.3402824401855469,0.125,11.375,0.04580017892081953
218,0.22936709225177765,0.125,7.125,0.04522493393536739
219,0.29966840147972107,0.0625,8.625,0.04044958530172884
220,0.1597333699464798,0.0625,9.875,0.04244233300009122
221,0.2045074850320816,0.0625,7.625,0.0460552191429666
222,0.19551211595535278,0.0,5.5,0.03685168248838278
223,0.2923460304737091,0.0625,10.125,0.057966000017657435
224,0.3705887496471405,0.0625,6.9375,0.0354036123170849
225,0.2241281419992447,0.0,10.3125,0.044175631139695165
226,0.5699606537818909,0.0,9.25,0.0405155486269047
227,0.160928413271904,0.0625,9.0625,0.03933341603567888
228,0.32919228076934814,0.0,7.3125,0.029555428672335952
229,0.2288464903831482,0.0,8.0,0.06006343998087058
230,0.26881009340286255,0.0625,10.25,0.044573823121661374
231,0.4123782217502594,0.0625,10.125,0.03988355966241597
232,0.3285168707370758,0.125,8.5625,0.032895415604562696
233,0.25689497590065,0.0,7.125,0.051416916513241574
234,0.1728241890668869,0.0625,9.875,0.04639862093007429
235,0.19122229516506195,0.125,8.9375,0.052983156531752035
236,0.29728004336357117,0.0,7.4375,0.03691361171702877
237,0.7625861167907715,0.125,5.625,0.027106005348622154
238,0.3881042003631592,0.0,4.8125,0.04000944406720245
239,0.1818067729473114,0.0,10.0625,0.04445365790343132
240,0.5602417588233948,0.0625,7.9375,0.03375890754127931
241,0.2787837088108063,0.0,7.875,0.03910072143879387
242,0.16062511503696442,0.0625,6.5,0.03516238413177116
243,0.25180357694625854,0.0625,8.0,0.03842154270634669
244,0.15486116707324982,0.0625,7.0625,0.049790353904345955
245,0.31455275416374207,0.0,5.6875,0.04875579705367904
246,0.26623138785362244,0.125,6.1875,0.0370831185054967
247,0.11653292924165726,0.0,10.0625,0.04849080370967607
248,0.22760453820228577,0.125,10.125,0.04692952835564133
249,0.4799681603908539,0.0625,6.4375,0.04626225830450159
250,0.3672027289867401,0.0625,5.8125,0.03388834617025565
251,0.7344223856925964,0.1875,6.375,0.03487587856016876
252,0.3208639919757843,0.0,7.25,0.0425027618885038
253,0.2650473117828369,0.0625,5.8125,0.029355556642695783
254,0.15774960815906525,0.0625,9.25,0.0543458497113026
255,0.24486806988716125,0.125,8.1875,0.04205142596509012
256,0.37494611740112305,0.0,8.1875,0.045472891808924
257,0.3490056097507477,0.0625,5.125,0.03172973529203677
258,0.28908729553222656,0.0625,3.8125,0.0371845392954471
259,0.14725840091705322,0.125,7.3125,0.05268668079710303
260,0.23813244700431824,0.0,8.3125,0.039276393136211535
261,0.170769602060318,0.0,6.25,0.043979876293061514
262,0.4765285849571228,0.0,4.0625,0.024764745899070385
263,0.23056268692016602,0.0625,7.6875,0.036876516716963244
264,0.36060672998428345,0.0,5.1875,0.03855712919357923
265,0.8537788391113281,0.0,5.0,0.04059420454342702
266,0.40598437190055847,0.0,6.0,0.04095458012907651
267,0.10184682160615921,0.1875,7.9375,0.03841338504543162
268,0.2739623486995697,0.0625,7.125,0.0345179898403047
269,0.3365649878978729,0.125,4.875,0.035338811709187255
270,0.33698323369026184,0.0625,7.6875,0.040068136255702096
271,0.2861434519290924,0.0,7.5,0.04985877643596032
272,0.6551358103752136,0.0625,4.625,0.04220460442351784
273,0.24525174498558044,0.0,5.5625,0.032572226317654294
274,0.2554170489311218,0.0625,7.0625,0.0323378465287365
275,0.476553738117218,0.0625,6.1875,0.03797797237355118
276,0.6101998090744019,0.0625,6.3125,0.04054949415208829
277,0.5175861716270447,0.0625,5.375,0.028803515992214698
278,0.15005962550640106,0.125,5.5,0.05138532266206628
279,0.2519986629486084,0.0,6.125,0.030554748110214837
280,0.14978915452957153,0.0,7.625,0.03417296774444313
281,0.35079845786094666,0.0,3.75,0.037460019015166976
282,0.36245161294937134,0.0,6.0625,0.048648109266343734
283,0.45673668384552,0.0625,2.6875,0.023514926827282064
284,0.22420328855514526,0.125,5.3125,0.037388714132246564
285,0.13380813598632812,0.0,4.625,0.04210678484727751
286,0.2069290727376938,0.0625,3.9375,0.03140668442116169
287,0.5475956201553345,0.0,5.375,0.03662021493327683
288,0.35079726576805115,0.0,4.625,0.02989491967399344
289,0.523906946182251,0.0,3.75,0.0365437489641534
290,0.5177100896835327,0.0625,2.375,0.027490475544288722
291,0.2613520324230194,0.0625,6.375,0.04082627550410015
292,0.15013572573661804,0.125,6.75,0.0474171947110225
293,0.2986631989479065,0.125,5.125,0.04399864119730127
294,0.12911449372768402,0.0625,7.8125,0.04170876289116017
295,0.5837405920028687,0.0,3.3125,0.028491633898846534
296,0.2661270797252655,0.0625,6.5625,0.045628358417818926
297,0.2634303867816925,0.0625,4.625,0.050198111491530244
298,0.29132524132728577,0.1875,3.3125,0.021761569266485
299,0.5036348700523376,0.0,3.4375,0.03302344123285793
300,0.15732359886169434,0.125,5.8125,0.03708720053922188
301,0.44103744626045227,0.0,5.4375,0.038496270030877563
302,0.220539391040802,0.0,6.5,0.04801677087238472
303,0.721132218837738,0.25,2.9375,0.030772461953760565
304,0.34711238741874695,0.0,3.75,0.029479854768362245
305,0.12884344160556793,0.0,5.125,0.03666090234105009
306,0.3256460726261139,0.0625,5.8125,0.033089560572152336
307,0.3389800488948822,0.0,3.75,0.03429986279349978
308,0.15567199885845184,0.0,4.125,0.027045091219522158
309,0.4200931489467621,0.0625,4.3125,0.03237841753938302
310,0.3609360158443451,0.0,3.875,0.049683956312722405
311,0.24554535746574402,0.0,3.3125,0.03529011763394329
312,0.34488987922668457,0.0625,2.625,0.03663762725009273
313,0.21990849077701569,0.0,2.75,0.030196249460975214
314,0.2634335458278656,0.0,4.1875,0.03152121824586773
315,0.2792884111404419,0.0,4.4375,0.03630792876880651
316,0.2714141011238098,0.1875,5.625,0.03813109962633327
317,0.4741804301738739,0.0625,5.4375,0.040476859919997485
318,0.26527532935142517,0.0625,4.1875,0.04936593343308107
319,0.26659345626831055,0.0625,4.375,0.0335697442112213
320,0.27458512783050537,0.0,3.25,0.03555934082772079
321,0.4752123951911926,0.0625,4.3125,0.029084646663402738
322,0.2693982422351837,0.0,3.4375,0.02641256144506577
323,0.9181927442550659,0.0625,4.5,0.03618758922106892
324,0.13997240364551544,0.0,4.8125,0.048663157348136955
325,0.2635924816131592,0.0,4.1875,0.03482838781088672
326,0.2883133590221405,0.0,2.9375,0.025354370883017605
327,0.5631709098815918,0.0,3.4375,0.025973940704311915
328,0.3803950846195221,0.0,2.8125,0.036191979886012436
329,0.36346235871315,0.0,4.1875,0.03560374496033013
330,0.19988463819026947,0.0,2.5,0.033965550962908424
331,0.4132198095321655,0.0625,4.5625,0.04167314841076494
332,0.28495320677757263,0.0,3.0625,0.03005365716149408
333,0.1598176807165146,0.0,4.0625,0.04021149010147798
334,0.31118735671043396,0.0625,2.5,0.030133922564245085
335,0.4651617407798767,0.0,2.1875,0.03159150167168993
336,0.45678088068962097,0.0,2.5625,0.02926220189610217
337,0.36628633737564087,0.0,4.125,0.031028213365256106
338,0.23260532319545746,0.0625,2.3125,0.02589202536096937
339,0.19172053039073944,0.0625,2.4375,0.04120340528463939
340,0.4791630506515503,0.0,3.125,0.034573727334147125
341,0.28392377495765686,0.125,5.0625,0.035176184151506404
342,0.4002964496612549,0.0625,2.5625,0.02569798775828518
343,0.23713813722133636,0.0,2.625,0.03790928470725663
344,0.15929359197616577,0.0,3.3125,0.031904347355940756
345,0.5333419442176819,0.0,2.3125,0.03547525020604234
346,0.2712293565273285,0.0,3.5,0.03550948910491184
347,0.26840317249298096,0.0,4.6875,0.03729145738601708
348,0.3303937315940857,0.0,1.875,0.030348604564322403
349,0.26358601450920105,0.0625,4.625,0.03493243508339272
350,0.4618489146232605,0.1875,2.0625,0.0260740386986818
351,0.15229953825473785,0.3125,3.6875,0.03140143864797874
352,0.2710893154144287,0.0625,3.0,0.04678493866904002
353,0.35532504320144653,0.1875,3.125,0.037030410786582355
354,0.15663151443004608,0.0625,3.125,0.037135582466975695
355,0.09575729072093964,0.0625,2.9375,0.04529638731364317
356,0.20772066712379456,0.0625,3.875,0.0341255491905773
357,0.3774690628051758,0.0,4.625,0.027553419672558567
358,0.5870007276535034,0.0625,1.9375,0.027983451652506153
359,0.2982790470123291,0.0625,2.0,0.0329045194210581
360,0.3423687219619751,0.125,2.8125,0.03496263597847638
361,0.6469284892082214,0.0,2.5,0.031877745492391224
362,0.7223004698753357,0.0625,2.75,0.02948006374426814
363,0.17327401041984558,0.0,4.875,0.03911494269153135
364,0.0619080513715744,0.0,2.875,0.03283981649207738
365,0.19072900712490082,0.0,2.5625,0.0263094192875338
366,0.5713578462600708,0.125,1.375,0.03589211734340215
367,0.42880186438560486,0.125,1.9375,0.02197610023252166
368,0.8120675086975098,0.0625,4.0,0.03771340549890097
369,0.23171690106391907,0.0625,2.625,0.028082541943905196
370,0.10417120903730392,0.125,2.3125,0.03979213480372078
371,0.09909246116876602,0.0,3.5625,0.03293264888782297
372,0.22876670956611633,0.0,4.125,0.04640503052650577
373,0.6084620952606201,0.125,2.625,0.03238957229846019
374,0.6424357295036316,0.0625,1.75,0.024009175261911278
375,0.4242822229862213,0.0625,1.75,0.030034510010127462
376,0.12439925968647003,0.0,2.75,0.031326916936727275
377,0.2051863819360733,0.0,2.1875,0.028979686201019372
378,0.13382191956043243,0.0625,2.25,0.037001418514433476
379,0.3822823762893677,0.125,1.75,0.03584205519066828
380,0.4979749321937561,0.25,3.375,0.024962032213501125
381,0.4823668897151947,0.125,2.75,0.0382874780426342
382,0.25001540780067444,0.125,3.25,0.036521308490539375
383,0.2583267390727997,0.0625,1.5,0.022747249816439025
384,0.23085983097553253,0.0,3.1875,0.021879853905323585
385,0.122433602809906,0.0625,2.3125,0.028195345268388954
386,0.25417637825012207,0.1875,2.125,0.04657120736815015
387,0.42857125401496887,0.0625,3.25,0.03357926894064639
388,0.2928882837295532,0.0625,4.4375,0.030344642475601404
389,0.387096107006073,0.0625,1.8125,0.03324701760035562
390,0.13319791853427887,0.0,2.6875,0.041588394462485564
391,0.07787835597991943,0.25,2.75,0.03763294577414584
392,0.16406425833702087,0.0625,2.125,0.024096659773317354
393,0.22597946226596832,0.0625,1.8125,0.03387918221472458
394,0.29501259326934814,0.0,1.8125,0.03257615371035111
395,0.3142053782939911,0.1875,2.4375,0.027825630391561138
396,0.1197466179728508,0.0,2.125,0.04721178887039145
397,0.1989186406135559,0.0,2.625,0.029682760592142882
398,0.2242572158575058,0.0,1.875,0.029561888032398807
399,0.3424217700958252,0.0625,2.3125,0.025066819158560707
400,0.4079926908016205,0.0625,2.125,0.021484013769177628
401,0.3079555034637451,0.0625,2.9375,0.03588471840840616
402,0.5138393640518188,0.0,1.5625,0.0337987304251182
403,0.2759131193161011,0.0,3.0625,0.03819376665786474
404,0.24840061366558075,0.0,1.5,0.02364007588985404
405,0.13696689903736115,0.0625,4.25,0.03522156124408263
406,0.11735355854034424,0.0,1.625,0.025524438178043975
407,0.3893444538116455,0.0,1.3125,0.03064055076160796
408,0.4916784167289734,0.0,1.25,0.030498033239694897
409,0.14752425253391266,0.0625,2.3125,0.04413372820225438
410,0.2854606509208679,0.0625,0.9375,0.02954239154700393
411,0.21521404385566711,0.0625,1.9375,0.03147098082652618
412,0.2880498766899109,0.0,1.3125,0.021744365279530407
413,0.3176974058151245,0.0,1.6875,0.026376646122619037
414,0.19709882140159607,0.0625,2.125,0.029391132044058167
415,0.2671700119972229,0.0,1.3125,0.02967230934184864
416,0.2823898494243622,0.0,3.125,0.031002395166208587
417,0.2502657175064087,0.0625,2.0,0.025612743921013863
418,0.22272074222564697,0.0625,1.125,0.03580933801035164
419,0.26639971137046814,0.0,1.5625,0.04203400487607569
420,0.1946093887090683,0.0,2.4375,0.035844987130064614
421,0.22595876455307007,0.0,1.125,0.03277561370758071
422,0.3585423529148102,0.0,1.0,0.028201024659554784
423,0.32307860255241394,0.0,2.6875,0.028159354837992725
424,0.21995753049850464,0.0625,1.125,0.02679404764467318
425,0.2974238693714142,0.0,1.375,0.03535288902145142
426,0.2269970327615738,0.0,1.75,0.02707811538627261
427,0.10782370716333389,0.0,1.75,0.033256619105992376
428,0.17147427797317505,0.0,3.1875,0.039269076811921516
429,0.4053398370742798,0.0,1.75,0.032182609592548025
430,0.5378887057304382,0.125,0.8125,0.02173561936401779
431,0.200309619307518,0.0625,1.5625,0.036387123909227985
432,0.246513232588768,0.0,0.8125,0.030239980129868626
433,0.23909783363342285,0.0,2.1875,0.03449914263828423
434,0.2690601348876953,0.0,1.875,0.0357369502267537
435,0.2000146210193634,0.0,2.0625,0.02480320550248207
436,0.1687416285276413,0.0,1.3125,0.03883565672271131
437,0.21122515201568604,0.0625,1.9375,0.02543133976845851
438,0.6616421937942505,0.125,1.0,0.02586354810276045
439,0.10847177356481552,0.0,2.0625,0.02682835015119687
440,0.12717682123184204,0.0,1.3125,0.03718851374274885
441,0.3338482677936554,0.0625,1.4375,0.022913744442958014
442,0.18807031214237213,0.0,2.4375,0.040381433871731244
443,0.3395846486091614,0.0,0.625,0.03425324017240165
444,0.28231844305992126,0.0625,1.5,0.022563682744882928
445,0.15322677791118622,0.0,1.75,0.03088947821111568
446,0.3358633518218994,0.0625,0.5,0.020540368469401903
447,0.14974643290042877,0.0,1.75,0.029915442734453093
448,0.27460017800331116,0.0,1.0,0.03283168445668919
449,0.2742057740688324,0.0,0.875,0.038763531376469616
450,0.6863405704498291,0.0,1.0,0.03677033522502851
451,0.3082319498062134,0.0,1.625,0.03555863368893007
452,0.10958243161439896,0.0,3.6875,0.04255533467564781
453,0.12241077423095703,0.0,1.0625,0.021331354511769055
454,0.2145216017961502,0.0,1.4375,0.02623890038620231
455,0.3434502184391022,0.0,0.875,0.024386522973415554
456,0.4798230230808258,0.0,1.0625,0.0336596341460953
457,0.30108875036239624,0.0,0.6875,0.024159396012059617
458,0.24283504486083984,0.0,0.75,0.028125234771314164
459,0.11841075122356415,0.0,3.25,0.04184447625214571
460,0.5039364695549011,0.0,1.0,0.02431817918070127
461,0.21408629417419434,0.0625,1.25,0.031494122234608776
462,0.35391151905059814,0.0,1.0625,0.03439442851025629
463,0.2736756205558777,0.25,1.25,0.023476485238601102
464,0.29750877618789673,0.0,0.9375,0.03235955812112921
465,0.5740060210227966,0.0625,1.0,0.019440562010337774
466,0.3989640772342682,0.0,1.625,0.027138662933565344
467,0.16996018588542938,0.0,2.3125,0.045774973713717144
468,0.1395052820444107,0.0,1.1875,0.03136756101768275
469,0.18175534904003143,0.0,1.375,0.03553894743358124
470,0.23035688698291779,0.0,0.5625,0.02941803003626562
471,0.45528098940849304,0.0,0.3125,0.017494862034720733
472,0.34190282225608826,0.0625,2.25,0.03062862554441821
473,0.20803984999656677,0.0,1.3125,0.034593356167708096
474,0.17127546668052673,0.0,0.9375,0.028107813533913714
475,0.34614434838294983,0.0625,0.8125,0.03746571396559284
476,0.25728416442871094,0.0,1.4375,0.018935388704916765
477,0.16362124681472778,0.0,1.125,0.03823709825704662
478,0.2302432656288147,0.0,0.75,0.023903234882925013
479,0.3808169960975647,0.0,2.3125,0.03493114431212628
480,0.3620731234550476,0.0,0.5625,0.02747857294132057
481,0.27875858545303345,0.0,0.4375,0.034240020657248946
