,Shading Maps
713,"[[ 0.          6.64206642  9.27121771]
 [ 0.09225092 10.         10.        ]
 [ 5.58118081 10.         10.        ]]"
714,"[[ 0.          8.1920904  10.        ]
 [10.         10.         10.        ]
 [10.         10.          8.99246704]]"
715,"[[ 0.34199726  4.44596443  0.44459644]
 [ 0.          9.43912449  7.9001368 ]
 [ 3.35157319 10.         10.        ]]"
716,"[[ 0.          1.45870736  6.73249551]
 [ 1.79533214  4.69030521 10.        ]
 [ 3.63554758 10.         10.        ]]"
717,"[[ 0.          2.3960739   4.47459584]
 [ 4.09930716 10.         10.        ]
 [ 3.86836028 10.         10.        ]]"
718,"[[ 0.          6.04693141 10.        ]
 [ 1.35379061 10.         10.        ]
 [ 0.13537906 10.         10.        ]]"
719,"[[ 1.26582278  5.87201125  1.47679325]
 [ 8.50914205 10.         10.        ]
 [ 0.         10.         10.        ]]"
720,"[[ 3.82562278  7.65124555  0.        ]
 [ 0.6227758   9.6975089  10.        ]
 [ 9.6975089  10.         10.        ]]"
721,"[[ 3.27604726  3.89366273  0.        ]
 [10.         10.          6.28356606]
 [10.         10.         10.        ]]"
722,"[[ 0.          3.48993289  5.03355705]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
723,"[[ 4.45838838 10.         10.        ]
 [ 9.87450462 10.         10.        ]
 [ 0.          7.92602378  5.15191546]]"
724,"[[ 0.68681319 10.         10.        ]
 [10.          7.87545788 10.        ]
 [ 0.         10.         10.        ]]"
725,"[[10.         10.          8.34767642]
 [ 5.12048193 10.          9.3373494 ]
 [ 0.          8.00344234 10.        ]]"
726,"[[10.         10.          0.49180328]
 [10.         10.         10.        ]
 [ 0.         10.         10.        ]]"
727,"[[ 0.          0.33783784  3.6036036 ]
 [ 0.37537538  4.39189189  8.74624625]
 [ 6.90690691 10.         10.        ]]"
728,"[[ 0.          0.65240084  1.67014614]
 [ 2.79227557  8.76826722 10.        ]
 [ 6.26304802 10.         10.        ]]"
729,"[[ 0.          5.63583815 10.        ]
 [ 7.08092486 10.         10.        ]
 [10.         10.         10.        ]]"
730,"[[ 0.          3.75295508 10.        ]
 [ 3.19148936  9.04255319 10.        ]
 [ 7.29905437 10.         10.        ]]"
731,"[[ 0.          3.74720358  0.950783  ]
 [ 6.48769575 10.         10.        ]
 [ 2.01342282 10.         10.        ]]"
732,"[[ 6.81551116  9.75323149  0.        ]
 [10.         10.         10.        ]
 [10.         10.          7.72620447]]"
733,"[[ 0.          8.25330132 10.        ]
 [ 8.70348139 10.         10.        ]
 [10.         10.          9.96398559]]"
734,"[[ 3.92749245 10.         10.        ]
 [ 7.40181269 10.         10.        ]
 [ 0.         10.         10.        ]]"
735,"[[ 0.          3.32568807 10.        ]
 [ 5.81995413 10.         10.        ]
 [10.         10.         10.        ]]"
736,"[[ 0.         10.         10.        ]
 [ 7.18157182 10.         10.        ]
 [ 3.69241192 10.         10.        ]]"
737,"[[ 0.          8.72518286 10.        ]
 [ 2.42946708 10.         10.        ]
 [10.         10.         10.        ]]"
738,"[[ 0.         10.         10.        ]
 [ 5.96539162 10.         10.        ]
 [ 0.2276867  10.          5.55555556]]"
739,"[[ 0.          2.53403933 10.        ]
 [ 8.09379728 10.         10.        ]
 [10.         10.         10.        ]]"
740,"[[ 0.         10.         10.        ]
 [ 2.74936061 10.         10.        ]
 [ 1.37468031 10.         10.        ]]"
741,"[[ 0.          6.56380753  7.87133891]
 [ 3.84414226 10.         10.        ]
 [ 1.41213389  8.89121339 10.        ]]"
742,"[[ 9.3579235  10.          0.        ]
 [ 7.10382514 10.         10.        ]
 [ 0.85382514 10.         10.        ]]"
743,"[[ 3.35403727 10.         10.        ]
 [10.         10.         10.        ]
 [10.         10.          0.        ]]"
744,"[[ 0.          1.18733509  6.69525066]
 [ 0.79155673  7.48680739 10.        ]
 [ 1.97889182 10.         10.        ]]"
745,"[[ 0.          4.23956931  6.7294751 ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
746,"[[ 0.         10.          5.48543689]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
747,"[[10. 10. 10.]
 [10. 10. 10.]
 [10. 10.  0.]]"
748,"[[ 0.         10.         10.        ]
 [10.         10.          9.72070099]
 [10.         10.          7.74917853]]"
749,"[[ 0.          8.07291667 10.        ]
 [ 3.85416667 10.         10.        ]
 [10.         10.         10.        ]]"
750,"[[10.          8.2122093   9.59302326]
 [10.          8.06686047 10.        ]
 [ 0.         10.         10.        ]]"
751,"[[ 0.          6.08011445 10.        ]
 [10.         10.          9.83547926]
 [10.         10.         10.        ]]"
752,"[[ 0.          2.9143898   6.21584699]
 [ 4.71311475 10.         10.        ]
 [10.         10.          9.69945355]]"
753,"[[ 0.          5.64053537 10.        ]
 [ 3.53728489 10.         10.        ]
 [ 6.35755258 10.         10.        ]]"
754,"[[ 0.          5.82639715 10.        ]
 [ 5.70749108 10.         10.        ]
 [10.         10.         10.        ]]"
755,"[[ 5.19444444 10.          0.        ]
 [10.         10.          7.16666667]
 [ 5.52777778 10.         10.        ]]"
756,"[[ 0.          7.60135135 10.        ]
 [ 7.60135135 10.         10.        ]
 [10.         10.         10.        ]]"
757,"[[ 0.          7.70944742 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
758,"[[ 0.          6.09037328  5.52554028]
 [ 8.91453831 10.         10.        ]
 [ 6.26227898 10.         10.        ]]"
759,"[[ 0.          7.52427184 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
760,"[[ 0.          1.22789784  2.70137525]
 [10.         10.         10.        ]
 [ 8.30058939 10.         10.        ]]"
761,"[[ 9.52380952 10.         10.        ]
 [10.         10.         10.        ]
 [ 0.         10.         10.        ]]"
762,"[[ 0.          5.53713528  0.33156499]
 [10.         10.          4.9071618 ]
 [10.         10.          2.3872679 ]]"
763,"[[ 6.20915033 10.          8.07189542]
 [10.         10.         10.        ]
 [ 0.          7.48366013  9.47712418]]"
764,"[[ 0.         10.         10.        ]
 [ 9.63751438 10.          6.27157652]
 [10.         10.          6.70310702]]"
765,"[[10.         10.         10.        ]
 [10.         10.          8.52987421]
 [10.          8.80503145  0.        ]]"
766,"[[ 0.         10.         10.        ]
 [ 5.64946619 10.         10.        ]
 [ 3.64768683 10.         10.        ]]"
767,"[[ 0.          8.99493243 10.        ]
 [ 7.51689189 10.         10.        ]
 [10.         10.         10.        ]]"
768,"[[ 3.41257669  7.24693252  0.        ]
 [10.         10.          9.96932515]
 [10.         10.         10.        ]]"
769,"[[ 0.          8.81944444  8.29861111]
 [ 9.20138889 10.         10.        ]
 [10.         10.         10.        ]]"
770,"[[ 0.9469697   6.43939394  0.        ]
 [10.         10.         10.        ]
 [ 3.83522727 10.          5.94223485]]"
771,"[[ 0.          4.34782609  2.78132992]
 [ 5.14705882 10.         10.        ]
 [ 8.02429668 10.          4.60358056]]"
772,"[[ 0.        10.        10.       ]
 [10.        10.        10.       ]
 [ 8.5492228 10.        10.       ]]"
773,"[[ 0.          5.67465322 10.        ]
 [ 5.48549811 10.         10.        ]
 [10.         10.         10.        ]]"
774,"[[ 0.         10.          7.38724728]
 [10.         10.         10.        ]
 [10.          5.59875583 10.        ]]"
775,"[[ 0.          4.90196078  1.63398693]
 [ 9.51797386 10.         10.        ]
 [10.         10.         10.        ]]"
776,"[[ 0.         10.         10.        ]
 [10.          4.92424242 10.        ]
 [10.         10.         10.        ]]"
777,"[[ 0.          2.58928571  8.39285714]
 [ 3.39285714 10.         10.        ]
 [ 5.89285714 10.         10.        ]]"
778,"[[ 0.          9.23817863 10.        ]
 [ 3.67775832 10.         10.        ]
 [ 8.8441331  10.          4.96935201]]"
779,"[[ 0.          8.58547655 10.        ]
 [ 5.59757943 10.         10.        ]
 [ 7.90468986 10.         10.        ]]"
780,"[[ 0.          8.14606742  6.92883895]
 [ 9.97191011 10.         10.        ]
 [10.         10.         10.        ]]"
781,"[[ 1.43188854  0.          2.90247678]
 [10.          5.34055728  9.90712074]
 [10.         10.         10.        ]]"
782,"[[ 0.          3.83870968  1.93548387]
 [ 2.29032258 10.          9.80645161]
 [ 6.61290323 10.         10.        ]]"
783,"[[ 8.92857143  0.46768707  0.        ]
 [10.         10.          8.58843537]
 [10.         10.         10.        ]]"
784,"[[ 0.    10.    10.   ]
 [10.    10.     9.375]
 [10.    10.    10.   ]]"
785,"[[ 0.          2.46331237  8.43815514]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
786,"[[ 0.          7.78271919  9.40279543]
 [10.         10.         10.        ]
 [ 2.76365947  4.63786531  9.14866582]]"
787,"[[ 1.76950998  2.22323049  0.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
788,"[[ 0.         10.         10.        ]
 [10.         10.          8.09716599]
 [10.          6.02226721 10.        ]]"
789,"[[ 0.         10.         10.        ]
 [ 6.00734523 10.         10.        ]
 [10.         10.         10.        ]]"
790,"[[ 0.          2.28355838  3.15726767]
 [ 3.19698173  8.18109611 10.        ]
 [10.         10.         10.        ]]"
791,"[[ 0.          4.19928826  6.13879004]
 [ 4.50177936 10.         10.        ]
 [ 7.86476868 10.          6.2633452 ]]"
792,"[[ 0.          3.58267717  7.08661417]
 [ 7.16535433 10.         10.        ]
 [10.         10.         10.        ]]"
793,"[[ 3.74659401 10.          0.        ]
 [10.         10.          4.35967302]
 [ 0.81743869 10.         10.        ]]"
794,"[[ 0.          5.98290598  0.46296296]
 [10.         10.         10.        ]
 [ 2.70655271  9.22364672  1.53133903]]"
795,"[[ 0.          9.9009901  10.        ]
 [ 6.43564356 10.         10.        ]
 [ 0.30940594 10.         10.        ]]"
796,"[[ 0.          5.73453608  6.37886598]
 [10.         10.         10.        ]
 [ 9.27835052 10.         10.        ]]"
797,"[[ 0.63482467  4.74607013  0.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
798,"[[ 0.          9.62427746 10.        ]
 [10.         10.          9.53757225]
 [10.          6.1849711   1.56069364]]"
799,"[[ 1.94736842 10.          0.63157895]
 [ 3.15789474 10.          9.78947368]
 [ 0.         10.         10.        ]]"
800,"[[ 0.          9.57592339 10.        ]
 [ 3.31737346 10.         10.        ]
 [10.         10.         10.        ]]"
801,"[[ 0.         10.         10.        ]
 [ 2.07317073 10.         10.        ]
 [ 5.67073171 10.         10.        ]]"
802,"[[10.         10.          0.        ]
 [10.         10.          5.59380379]
 [10.         10.         10.        ]]"
803,"[[ 0.          2.6850508   6.13207547]
 [ 2.93904209 10.         10.        ]
 [10.         10.         10.        ]]"
804,"[[ 0.          5.70613409 10.        ]
 [ 2.67475036 10.         10.        ]
 [ 9.59343795 10.         10.        ]]"
805,"[[ 0.          2.88649706  5.3816047 ]
 [ 1.51663405  5.74853229 10.        ]
 [ 7.53424658 10.         10.        ]]"
806,"[[ 0.          7.18050066  3.03030303]
 [ 5.23715415 10.         10.        ]
 [ 4.28194993 10.         10.        ]]"
807,"[[10.         10.          0.        ]
 [ 7.95228628  9.69184891 10.        ]
 [ 6.51093439 10.         10.        ]]"
808,"[[ 2.84522003  7.73899848  3.98330804]
 [ 2.9969651  10.         10.        ]
 [ 0.         10.         10.        ]]"
809,"[[ 1.07003891  8.07392996  0.        ]
 [ 3.89105058 10.         10.        ]
 [ 4.28015564 10.         10.        ]]"
810,"[[ 0.          3.13935681  9.80091884]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
811,"[[ 0.         10.         10.        ]
 [ 1.72672673 10.         10.        ]
 [10.         10.         10.        ]]"
812,"[[ 0.          3.10052219  7.86553525]
 [ 3.19843342 10.         10.        ]
 [10.         10.         10.        ]]"
813,"[[10.          4.74226804  0.        ]
 [10.         10.         10.        ]
 [ 3.86597938 10.         10.        ]]"
814,"[[ 4.32432432  3.10810811  0.        ]
 [ 7.10810811  9.2972973  10.        ]
 [ 2.21621622 10.         10.        ]]"
815,"[[ 0.         10.         10.        ]
 [ 8.95806861 10.         10.        ]
 [10.         10.         10.        ]]"
816,"[[ 0.          8.96276596 10.        ]
 [ 1.35638298  7.76595745 10.        ]
 [ 3.24468085  7.10106383 10.        ]]"
817,"[[ 0.          1.20828539  7.68124281]
 [ 1.46720368  5.55235903 10.        ]
 [ 6.35788262 10.         10.        ]]"
818,"[[ 1.54867257 10.         10.        ]
 [ 0.         10.         10.        ]
 [ 6.15781711 10.         10.        ]]"
819,"[[ 0.         10.          9.84615385]
 [ 2.57692308 10.         10.        ]
 [ 8.73076923 10.         10.        ]]"
820,"[[ 0.          7.771261    9.75073314]
 [ 2.39491691 10.         10.        ]
 [10.         10.          6.72043011]]"
821,"[[ 0.          5.73333333  3.43333333]
 [ 8.2        10.         10.        ]
 [ 8.66666667 10.         10.        ]]"
822,"[[ 4.48430493  2.42899851  8.89387145]
 [ 9.04334828 10.         10.        ]
 [ 0.          5.23168909 10.        ]]"
823,"[[ 0.          1.50339476  5.81959263]
 [ 1.01842871  3.41901067  9.96605238]
 [ 2.32783705 10.         10.        ]]"
824,"[[ 0.          8.79032258 10.        ]
 [ 9.83870968 10.         10.        ]
 [10.         10.         10.        ]]"
825,"[[ 0.          9.26829268 10.        ]
 [ 8.04878049 10.         10.        ]
 [ 5.52845528 10.         10.        ]]"
826,"[[ 0.          3.31064356 10.        ]
 [ 4.95049505 10.         10.        ]
 [ 8.38490099 10.         10.        ]]"
827,"[[ 0.         10.          7.09134615]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
828,"[[ 0.         10.         10.        ]
 [ 6.98757764 10.         10.        ]
 [10.         10.         10.        ]]"
829,"[[ 0.          5.87520259  9.27876823]
 [ 8.38735818  9.07617504 10.        ]
 [ 8.46839546 10.         10.        ]]"
830,"[[ 0.          9.54281567 10.        ]
 [ 4.17271408 10.         10.        ]
 [ 0.83454282 10.         10.        ]]"
831,"[[ 0.          6.26064736  4.25894378]
 [ 3.10902896 10.         10.        ]
 [ 6.68654174 10.         10.        ]]"
832,"[[ 0.   10.   10.  ]
 [10.   10.   10.  ]
 [10.   10.    4.68]]"
833,"[[ 0.         10.         10.        ]
 [ 4.34782609 10.         10.        ]
 [ 3.36438923 10.         10.        ]]"
834,"[[ 0.          5.30973451 10.        ]
 [ 6.54235145 10.         10.        ]
 [10.         10.         10.        ]]"
835,"[[ 0.          1.86813187 10.        ]
 [ 7.28021978 10.         10.        ]
 [ 6.84065934  5.38461538 10.        ]]"
836,"[[ 0.          3.08641975  2.89351852]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
837,"[[ 0.87435233  5.89378238  8.19300518]
 [ 2.68782383 10.         10.        ]
 [ 0.          6.31476684 10.        ]]"
838,"[[ 0.          8.18527919  7.13832487]
 [ 8.94670051 10.         10.        ]
 [ 8.53426396 10.         10.        ]]"
839,"[[ 0.          2.28531856  1.97368421]
 [ 7.72160665  9.79916898 10.        ]
 [10.         10.         10.        ]]"
840,"[[ 0.          8.58806405  4.18486172]
 [ 8.04221252 10.         10.        ]
 [ 3.16593886 10.         10.        ]]"
841,"[[ 4.04290429 10.         10.        ]
 [10.         10.         10.        ]
 [ 4.45544554  7.83828383  0.        ]]"
842,"[[ 0.          0.54945055  3.43406593]
 [ 4.67032967  9.64285714 10.        ]
 [ 9.64285714 10.         10.        ]]"
843,"[[ 0.         10.          6.53389238]
 [ 8.19357093 10.         10.        ]
 [ 4.97903564 10.          7.94898672]]"
844,"[[ 0.          9.90629183  6.42570281]
 [ 7.89825971 10.         10.        ]
 [10.         10.         10.        ]]"
845,"[[ 0.         10.         10.        ]
 [ 4.88505747  6.85550082 10.        ]
 [10.         10.         10.        ]]"
846,"[[ 0.          2.4122807   0.87719298]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
847,"[[ 0.          0.73449402  7.58977149]
 [ 5.98476605  9.63003264 10.        ]
 [ 3.50924918  9.5484222  10.        ]]"
848,"[[ 0.          5.19930676  0.64991334]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
849,"[[ 0.         10.         10.        ]
 [ 7.01013514 10.         10.        ]
 [10.         10.          9.14977477]]"
850,"[[ 0.          7.9153605  10.        ]
 [ 7.56269592 10.         10.        ]
 [10.         10.         10.        ]]"
851,"[[ 0.          4.21500387 10.        ]
 [ 5.62645012 10.         10.        ]
 [ 8.43000773  8.13998453  9.37741686]]"
852,"[[ 0.          5.08152174  0.92391304]
 [ 2.82608696 10.          7.7173913 ]
 [ 7.77173913 10.         10.        ]]"
853,"[[ 0.          8.68937644  7.82332564]
 [ 2.07852194 10.         10.        ]
 [ 5.42725173 10.         10.        ]]"
854,"[[ 0.58379121  0.          0.        ]
 [10.         10.          5.39148352]
 [10.         10.         10.        ]]"
855,"[[ 0.41977612  0.          2.0988806 ]
 [ 8.58208955  6.06343284 10.        ]
 [10.         10.          6.11007463]]"
856,"[[ 0.          3.52601156  4.88439306]
 [ 5.95375723 10.         10.        ]
 [10.         10.         10.        ]]"
857,"[[ 0.          6.55594406 10.        ]
 [ 1.3986014  10.         10.        ]
 [10.         10.         10.        ]]"
858,"[[ 0.          3.20823245 10.        ]
 [10.         10.         10.        ]
 [ 9.01937046  5.75060533 10.        ]]"
859,"[[ 0.          2.3359841   5.31809145]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
860,"[[ 0.          4.55336427  7.68561485]
 [ 2.95823666 10.         10.        ]
 [10.         10.         10.        ]]"
861,"[[ 0.         10.          5.91715976]
 [ 4.24063116  5.57199211 10.        ]
 [10.         10.          8.48126233]]"
862,"[[ 0.          2.64350453  4.75830816]
 [ 0.52870091 10.          4.65760322]
 [10.         10.         10.        ]]"
863,"[[ 0. 10. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
864,"[[ 0.          3.96311067  4.53639083]
 [10.         10.         10.        ]
 [ 3.38983051 10.         10.        ]]"
865,"[[ 0.          3.75702247  4.17837079]
 [ 1.50983146 10.         10.        ]
 [ 8.11095506 10.         10.        ]]"
866,"[[ 7.61278195 10.         10.        ]
 [10.         10.         10.        ]
 [ 0.          6.01503759  5.26315789]]"
867,"[[ 0.         10.         10.        ]
 [ 8.75314861  1.88916877  8.50125945]
 [10.         10.         10.        ]]"
868,"[[ 5.25871766  9.89876265  0.        ]
 [ 9.98312711 10.          7.78965129]
 [10.         10.          7.76152981]]"
869,"[[ 0.          1.82926829  9.22587487]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
870,"[[ 0.          3.86151798 10.        ]
 [ 2.59653795 10.         10.        ]
 [ 7.39014647 10.         10.        ]]"
871,"[[ 0.          9.97838617  6.55619597]
 [ 3.74639769 10.         10.        ]
 [ 3.45821326 10.         10.        ]]"
872,"[[ 0.          3.31885856  7.41315136]
 [ 1.3337469  10.         10.        ]
 [10.         10.         10.        ]]"
873,"[[ 0.          3.56628242 10.        ]
 [ 7.02449568 10.         10.        ]
 [10.         10.         10.        ]]"
874,"[[ 0. 10. 10.]
 [10. 10. 10.]
 [10. 10. 10.]]"
875,"[[ 9.375       9.11815068  3.21061644]
 [10.         10.         10.        ]
 [10.          6.12157534  0.        ]]"
876,"[[ 0.          7.07635009 10.        ]
 [ 7.07635009 10.         10.        ]
 [10.         10.         10.        ]]"
877,"[[ 1.47679325 10.         10.        ]
 [ 6.48734177 10.         10.        ]
 [ 0.         10.          7.80590717]]"
878,"[[ 0.          2.1070615   6.52050114]
 [ 2.93280182  7.57403189 10.        ]
 [ 5.97949886 10.         10.        ]]"
879,"[[ 6.0483871   5.74596774  0.        ]
 [10.         10.         10.        ]
 [ 9.97983871 10.         10.        ]]"
880,"[[ 0.         10.         10.        ]
 [ 3.16229117 10.         10.        ]
 [ 4.89260143 10.         10.        ]]"
881,"[[ 0.          5.15292553 10.        ]
 [10.         10.         10.        ]
 [ 8.94281915 10.         10.        ]]"
882,"[[ 0.          2.31023102  8.74587459]
 [ 5.99559956 10.         10.        ]
 [ 7.61826183 10.         10.        ]]"
883,"[[ 0.         10.         10.        ]
 [10.         10.          9.21800948]
 [10.          5.82938389  7.20379147]]"
884,"[[ 0.          2.57839721  4.00696864]
 [ 1.72473868  7.5261324  10.        ]
 [ 3.1184669  10.         10.        ]]"
885,"[[ 0.          2.53115265 10.        ]
 [ 7.51557632 10.         10.        ]
 [10.         10.         10.        ]]"
886,"[[ 0.          2.83536585  9.9695122 ]
 [ 3.1402439  10.         10.        ]
 [10.         10.         10.        ]]"
887,"[[ 0.          9.51834862 10.        ]
 [ 4.12844037 10.         10.        ]
 [ 1.60550459 10.         10.        ]]"
888,"[[ 0.          7.50242014  7.0909971 ]
 [ 3.63020329 10.         10.        ]
 [ 2.78315586 10.         10.        ]]"
889,"[[ 0.          8.35949765  7.29984301]
 [ 7.26059655 10.         10.        ]
 [ 5.37676609 10.         10.        ]]"
890,"[[ 0.         10.          8.69565217]
 [10.         10.          7.6863354 ]
 [ 9.60144928 10.          4.14078675]]"
891,"[[ 0.         10.         10.        ]
 [10.         10.         10.        ]
 [ 3.78787879 10.          3.7037037 ]]"
892,"[[ 2.16881594  8.73388042  3.54630715]
 [ 5.33411489 10.         10.        ]
 [ 0.          9.34935522 10.        ]]"
893,"[[ 0.         10.         10.        ]
 [ 2.71668823 10.         10.        ]
 [ 0.32341527 10.          9.47606727]]"
894,"[[ 0.         10.          2.04582651]
 [10.         10.          9.12438625]
 [10.         10.          5.60556465]]"
895,"[[ 0.          1.5323496  10.        ]
 [ 1.7877412   9.42111237 10.        ]
 [ 4.62542565 10.         10.        ]]"
896,"[[ 0.          1.52284264  3.8071066 ]
 [ 3.23604061  7.42385787 10.        ]
 [10.         10.         10.        ]]"
897,"[[ 0.          0.77181208  2.51677852]
 [ 1.27516779  4.63087248 10.        ]
 [ 7.14765101 10.         10.        ]]"
898,"[[ 0.          6.27109111  6.1023622 ]
 [ 3.68391451  7.76152981 10.        ]
 [10.         10.         10.        ]]"
899,"[[ 0.         10.          8.93118594]
 [ 3.87994143 10.         10.        ]
 [ 0.07320644 10.         10.        ]]"
900,"[[ 0.          0.87542088  1.8013468 ]
 [ 1.96969697  8.95622896 10.        ]
 [ 6.11111111 10.         10.        ]]"
901,"[[ 0.          8.71943372 10.        ]
 [ 6.01673102 10.         10.        ]
 [ 5.01930502 10.         10.        ]]"
902,"[[ 4.61469534 10.         10.        ]
 [ 8.5125448  10.         10.        ]
 [ 0.         10.         10.        ]]"
903,"[[ 0.          4.66720779  8.6038961 ]
 [ 7.22402597 10.         10.        ]
 [ 3.125      10.         10.        ]]"
904,"[[ 0.          7.70975057  6.46258503]
 [ 5.89569161 10.         10.        ]
 [ 1.36054422 10.         10.        ]]"
905,"[[ 0.        10.        10.       ]
 [10.        10.        10.       ]
 [10.         7.9303675 10.       ]]"
906,"[[ 0.          4.41478439 10.        ]
 [ 7.54620123 10.         10.        ]
 [10.         10.         10.        ]]"
907,"[[ 0.          2.27596017  4.08961593]
 [ 7.85917496 10.         10.        ]
 [10.         10.         10.        ]]"
908,"[[ 0.96685083  1.51933702  0.        ]
 [ 7.82688766 10.         10.        ]
 [ 2.53222836 10.         10.        ]]"
909,"[[ 0.          3.71794872  8.05128205]
 [ 3.07692308  5.41025641 10.        ]
 [ 5.17948718 10.         10.        ]]"
910,"[[ 8.93333333  0.          3.06666667]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
911,"[[ 0.          7.34312417  2.13618158]
 [ 7.47663551  5.3070761   6.50867824]
 [10.         10.         10.        ]]"
912,"[[ 0.          6.23123123  3.72872873]
 [ 0.65065065 10.         10.        ]
 [ 5.75575576 10.         10.        ]]"
913,"[[ 0.          3.14842579 10.        ]
 [ 7.0089955  10.         10.        ]
 [ 7.30884558 10.         10.        ]]"
914,"[[ 0.          4.82162765 10.        ]
 [ 2.787068    9.05797101 10.        ]
 [ 7.35785953 10.         10.        ]]"
915,"[[ 0.          1.7920094   6.2867215 ]
 [ 2.79083431  8.28437133 10.        ]
 [10.         10.         10.        ]]"
916,"[[ 0.          3.67545076  1.31761442]
 [ 6.0332871   4.7850208  10.        ]
 [ 8.4257975  10.         10.        ]]"
917,"[[ 0.         10.         10.        ]
 [ 7.24206349 10.         10.        ]
 [ 6.54761905 10.          8.2010582 ]]"
918,"[[ 2.80283505 10.          0.        ]
 [10.         10.         10.        ]
 [ 3.35051546 10.         10.        ]]"
919,"[[ 0.          0.65445026  3.33769634]
 [ 8.9986911   5.69371728 10.        ]
 [ 0.32722513  5.4973822  10.        ]]"
920,"[[ 1.19598765 10.         10.        ]
 [10.         10.          2.58487654]
 [ 5.36265432  4.24382716  0.        ]]"
921,"[[ 0.08426966  1.85393258  0.        ]
 [ 5.08426966  8.37078652  5.70224719]
 [ 2.52808989 10.          8.76404494]]"
922,"[[ 0.          2.19858156  8.61702128]
 [ 1.4893617   5.95744681 10.        ]
 [ 9.53900709 10.         10.        ]]"
923,"[[ 0.          4.400978    9.16870416]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
924,"[[ 4.296875 10.       10.      ]
 [ 0.       10.       10.      ]
 [10.       10.       10.      ]]"
925,"[[ 0.          5.61270125  7.04382826]
 [ 6.86493739 10.         10.        ]
 [10.         10.          9.41413238]]"
926,"[[ 9.64285714 10.         10.        ]
 [ 4.64285714 10.         10.        ]
 [10.          0.         10.        ]]"
927,"[[ 0.          2.2752193   7.18201754]
 [ 2.30263158  8.6622807  10.        ]
 [ 8.55263158  6.82565789 10.        ]]"
928,"[[ 0.          3.98230088 10.        ]
 [ 6.02876106  5.64159292 10.        ]
 [ 3.98230088 10.         10.        ]]"
929,"[[ 0.66312997  7.69230769 10.        ]
 [ 7.3938992  10.         10.        ]
 [ 0.         10.         10.        ]]"
930,"[[ 0.          9.54301075 10.        ]
 [10.         10.         10.        ]
 [ 6.1827957   6.5188172  10.        ]]"
931,"[[ 0.         10.         10.        ]
 [ 1.95530726 10.         10.        ]
 [ 8.33333333 10.         10.        ]]"
932,"[[ 0.         10.         10.        ]
 [10.         10.         10.        ]
 [10.         10.          8.91719745]]"
933,"[[ 0.          5.60941828  9.17590028]
 [ 6.50969529 10.         10.        ]
 [10.         10.         10.        ]]"
934,"[[ 0.         10.          8.92461197]
 [10.         10.         10.        ]
 [ 6.54101996 10.         10.        ]]"
935,"[[ 8.25864277 10.         10.        ]
 [ 5.95390525 10.         10.        ]
 [ 0.          8.13060179 10.        ]]"
936,"[[ 0.          8.51318945 10.        ]
 [10.          8.7529976  10.        ]
 [10.         10.         10.        ]]"
937,"[[ 1.90443213  0.         10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
938,"[[ 0.          6.1878453  10.        ]
 [ 1.21546961 10.         10.        ]
 [10.         10.          7.56906077]]"
939,"[[ 4.54545455 10.          0.        ]
 [ 4.23553719 10.         10.        ]
 [ 6.55991736 10.         10.        ]]"
940,"[[ 0.6743738  10.          0.        ]
 [10.         10.          3.37186898]
 [10.         10.          6.50289017]]"
941,"[[ 0.          4.76190476  1.46520147]
 [10.          9.46275946 10.        ]
 [ 4.12087912 10.         10.        ]]"
942,"[[ 0.          3.40909091 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
943,"[[ 0.          5.52546046 10.        ]
 [ 6.31094258 10.         10.        ]
 [ 5.87757313 10.         10.        ]]"
944,"[[ 0.          7.54475703  8.18414322]
 [ 3.77237852 10.         10.        ]
 [10.         10.          9.81457801]]"
945,"[[ 0.          4.88599349 10.        ]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
946,"[[ 3.16091954 10.         10.        ]
 [ 7.75862069 10.         10.        ]
 [ 0.         10.          7.18390805]]"
947,"[[ 0.          2.10889571  2.95245399]
 [ 6.7101227  10.         10.        ]
 [10.         10.         10.        ]]"
948,"[[ 0.          4.23728814  4.36766623]
 [10.         10.         10.        ]
 [10.         10.         10.        ]]"
